NodeId,CommunityId
100000173646987,1
100006454727029,1
100001026981107,1
1724576837,1
100000193755147,1
100000090063019,1
1042723994,1
100000225256962,1
100003537666169,1
100002851162398,1
100001081874570,1
100000486763630,1
100003754346070,1
100000259920327,1
100004068243800,1
582663577,1
1710618064,1
100000364955244,1
100003777731353,1
100000427252166,1
100003031449002,1
100000449473506,1
100000455374462,1
100003691251524,1
100000508440842,1
100000603628648,1
100001736427385,1
100003874386394,1
100000670020324,1
100004711930664,1
100000673396112,1
100001820975471,1
100006265293961,1
1218547605,1
1803497577,1
100004034509556,1
100001011679248,1
1627069747,1
100005676642897,1
100001285588568,1
100002782576473,1
1656142748,1
100001388354752,1
100000195417408,1
100004235383388,1
100001523470941,1
100000790449354,1
100006436756875,1
100005212385129,1
1684131153,1
100010494642791,1
100004286530060,1
100001763604783,1
682899709,1
100001779198062,1
100004819625104,1
100007380306255,1
1060819191,1
100002026271383,1
100002369019219,1
100003319023089,1
100002420563521,1
100000979609836,1
100002493987716,1
1494783857,1
1838008734,1
100003754890856,1
100002858214950,1
100004066572866,1
100002257160661,1
100003799148704,1
100000074037101,1
100000080194479,1
100003859530906,1
1693999480,1
100000363567634,1
100004970674623,1
100010655643345,1
100003820256981,1
100000354072828,1
100006215346586,1
100003133676269,1
100021979420281,1
100001746590272,1
100007959425913,1
1085902442,1
100004126924845,1
100004205829334,1
100004217713958,1
100000397091841,1
100004342322682,1
100013992914597,1
100000416533494,1
100000338640401,1
100005378981081,1
100009144247108,1
100000498155434,1
100000580184143,1
1798577508,1
100000954025365,1
100006039192838,1
100000956335376,1
100001132771908,1
100005384200727,1
100001105011203,1
100008193288648,1
100001388253486,1
100000054418994,1
1799790331,1
100001629619815,1
100004202175434,1
100006263737453,1
100004304380520,1
100003184948358,1
100001885985474,1
100005296351132,1
100002193703013,1
100003143049847,1
100003617763618,1
100005950002130,1
1249909617,1
611204062,1
100003205781155,1
100004072224259,1
100002710353523,1
100004346316590,1
100003901130935,1
100003301171871,1
100000039495035,1
100009481443505,1
659342259,1
100005498793117,1
100000234782406,1
100007076022144,1
100001633084080,1
100000298659625,1
100003734022563,1
100005744167951,1
100004859829975,1
100001901364849,1
100008220128081,1
100000417673626,1
100001613846238,1
100000950214446,1
100001109478715,1
100002771616644,1
100001255527578,1
100003261879674,1
100008321536464,1
100008192734042,1
100002119139059,1
100004544165085,1
100006591912325,1
100004410935570,1
100002960030683,1
100000053812326,1
100003004794968,1
100006466609631,1
100008172481967,1
1046211671,1
1239735240,1
100006555630158,1
100003220648701,1
100003866717310,1
1191972414,1
100004102891833,1
1833144865,1
100004627654861,1
100004575152460,1
100005967450731,1
100004423091020,1
100001730839389,1
100002857382449,1
100006262321266,1
100006088780552,1
100000224617811,1
100004223976368,1
100012575161730,1
100003295627600,1
100000197624806,1
100010050694631,1
100004726446878,1
100000244337604,1
100003961610897,1
100004787435490,1
724240591,1
100004854702932,1
100004028222868,1
100001367880356,1
100000251004066,1
100001724431547,1
100001841407252,1
100002624179864,1
100006599760140,1
100005088301954,1
100000599157063,1
100004297718660,1
100011303379019,1
100001383127505,1
100001684374424,1
100004395460017,1
1439658592,1
1098954761,1
100003506900339,1
100014621226551,1
100000175462812,1
100004247834898,1
100006257256349,1
100008133759667,1
100004980332178,1
100004324930521,1
100007812129641,1
100003849721689,1
100001925408431,1
100008498971562,1
1072190431,1
100004081155536,1
664539916,1
100008305063687,1
100005007493080,1
100004517323469,1
100004009253050,1
100004111656861,1
100008132921253,1
100001633762512,1
100010464587178,1
100007058895545,1
100013429508609,1
100001776415334,1
100001796923652,1
100007645877831,1
100005509093515,1
100000098732928,1
100003781684621,1
100004851692585,1
100004049032054,1
100003283134666,1
100003030344332,1
100006764053740,1
100003456083945,1
100004520476661,1
100003645312761,1
100003159076796,1
100003045450147,1
100003331915962,1
100003468476521,1
100004091597254,1
100003548998978,1
100004270572621,1
100004453177215,1
100004733832547,1
100004994859324,1
100005282618594,1
100005825203738,1
100009269912639,1
100006331153607,1
100006485741907,1
100005350502920,1
100004429213420,1
100003646416723,1
100010488398609,1
100011283549711,1
100011498851180,1
100014683890771,1
100003170014852,1
100003324368094,1
100003993436066,1
100006698012282,1
100001602675823,1
100001635811159,1
100003990178668,1
100003955468483,1
100004054270516,1
100003758633008,1
100004682580385,1
100006499217916,1
100000468988573,1
100006202474579,1
100004965340156,1
100003149946976,1
100013761917174,1
100003748633161,1
100005540643001,1
100004403611436,1
100004786800232,1
100005019941337,1
100022650854156,1
100005891886108,1
100006137173935,1
100007889162733,1
100008204951079,1
100010851966911,1
100003118448427,1
100005846350721,1
100010758751547,1
100004826897484,1
100005801495216,1
100008028932776,1
100009861369869,1
100003761690421,1
100004664281505,1
100003117699602,1
100003526932217,1
100003738855935,1
100007467513621,1
100006743771105,1
100004770309074,1
100005857561567,1
100004966425618,1
100009411000426,1
100013898058902,1
1285935484,1
1783740290,1
1800081975,1
1537274519,1
100003699744050,1
100004221879352,1
100006198841056,1
100009953442169,1
100006675762389,1
100022536106359,1
100004510410318,1
100011771475327,1
522692883,1
100004714561449,1
100003939043716,1
100006446857064,1
100004346763345,1
100005812383696,1
100000015343350,2
100001810820522,2
100000460918146,2
100001890072795,2
100002920483526,2
1557614188,2
100000940945779,2
100000248835748,2
100003733662661,2
100001027032608,2
100000417516873,2
100004714515462,2
100001064172272,2
100002150182686,2
100003252331626,2
100001522483573,2
100001854437671,2
100004514649719,2
100001730319332,2
100006802668469,2
100004561360290,2
680304335,2
100001844938817,2
100003680483156,2
100004743992050,2
100005314569480,2
100008568993953,2
100000301954963,2
100002893014064,2
100002639574149,2
100002986470369,2
100000891574651,2
100001878103133,2
100001577390293,2
100000064925413,2
100001487784895,2
100000124028610,2
100001853433573,2
100001679919277,2
100003250435503,2
100000151516786,2
100001763233194,2
100001417804916,2
100000218413565,2
100004369390315,2
100000523525922,2
730221962,2
100001486879593,2
100000997572151,2
100003728187551,2
570208474,2
100001599951931,2
1736179351,2
100003993865417,2
100004110666581,2
100005744287968,2
100006474451326,2
1683711016,2
100003815031199,2
1223308097,2
100000073151806,2
100003734490414,2
100005928039916,2
100001790438606,2
100003029243845,2
100000136938713,2
100004786831264,2
100004573638979,2
100008270761394,2
100004080301510,2
100001798382380,2
100004280382850,2
100003795229109,2
100003755852559,2
100000209890065,2
100000046382696,2
100003952810546,2
100004561477307,2
100005877103455,2
100006451114281,2
100003910432748,2
1809559121,2
100001756345213,2
100007708396888,2
100007933835368,2
100002379239245,2
100003499212454,2
100003801592585,2
100003903180646,2
100000337182071,2
100004023715931,2
100006842010984,2
100010892679573,2
100004003432756,2
100010073649796,2
1161645525,2
100003918881617,2
100003702513162,2
100003202671783,2
100003841238645,2
100011330816763,2
100005002060995,2
100003237344036,2
100012531544863,2
100004774980141,2
100006672069233,2
100004697505293,2
100009978377730,2
100011382910946,2
100011449747025,2
100004619525056,2
100003135505971,2
100008717610882,2
100009050905906,2
100007407271644,2
100004887876133,2
100011693174945,2
100005804084068,2
100003459744453,2
100004430135930,2
100004563875510,2
100003848726321,3
100004625314055,3
100000269139760,3
100000052733059,3
100001254475859,3
100009424352964,3
100003348810563,3
100000099508597,3
100001363868004,3
100000119235049,3
100000310120958,3
100001773722148,3
100000160598680,3
100007970406419,3
100000181088251,3
100000234239334,3
100000192527274,3
100001829837278,3
100002809759829,3
100000196359201,3
100004778408711,3
100000200223167,3
100000203078244,3
100000262278931,3
100002771596849,3
100000219733236,3
100002999496672,3
100000220754460,3
1845490942,3
1138759980,3
100000988603364,3
100000879117007,3
100000298947997,3
100001828513547,3
100003175089870,3
100000312938542,3
100008666224295,3
100001489953635,3
100000354054824,3
100011543080756,3
1834120924,3
100000363155420,3
100000363575396,3
100000367884373,3
100000379217120,3
1844755992,3
100000390952246,3
100003100843111,3
100002552641591,3
100001068232758,3
100003097723529,3
100000496025275,3
100003712434799,3
100000515482379,3
100000193010521,3
100000556744040,3
100001805519199,3
100000634735487,3
100000697874034,3
100013801471496,3
100000763873500,3
100001738741681,3
100000818357849,3
100003526310286,3
100004052245231,3
100007747902432,3
100009358190996,3
100000878825917,3
100000374329529,3
100000918987696,3
100000702252159,3
100000925123937,3
100001569647569,3
100003145487965,3
100000192396319,3
100001010847791,3
100001040653260,3
100001046256090,3
100001795023368,3
100001083151818,3
100001208026034,3
100001537102652,3
100001313105660,3
100001873917456,3
100003088306285,3
1812048665,3
100001406404295,3
100001881585707,3
100003084156854,3
100001734198047,3
100001457344452,3
100003545102110,3
100000380696169,3
100007797431738,3
554041633,3
100001564297258,3
100001600884603,3
100004689400290,3
100000432825365,3
100001604090380,3
100003319483480,3
100004642304421,3
100002576687676,3
100001689964343,3
100003823829091,3
100005469035738,3
1604692352,3
100001732655471,3
100002214463749,3
100001756802354,3
100003111869179,3
100001845305499,3
1176069015,3
1227667384,3
100001773067984,3
100005639313823,3
100001780038013,3
100003057767627,3
100003227608319,3
100004159952111,3
100001807287486,3
100001413071368,3
100006008469839,3
1825575043,3
100001857643410,3
100001862757942,3
100004238407549,3
1677548420,3
100001866763195,3
100000264257468,3
100001901122459,3
100000001675187,3
100004769010784,3
100001667152662,3
100001290694915,3
100002496563234,3
100001461222287,3
100001887495635,3
100006212160603,3
100001790979765,3
100003151310212,3
100002628961873,3
100002653686149,3
100002829000126,3
100006664574212,3
100003916302718,3
1174549370,3
100002825192315,3
100000224294611,3
1803940962,3
100002922830137,3
100002969094541,3
100001677180666,3
100002240454430,3
1269443799,3
100003132387831,3
100003141100299,3
100000298544574,3
100001177836366,3
525431820,3
100000122688030,3
100002976457258,3
100000128521414,3
100003294121268,3
100000147425599,3
100000155325744,3
100000172404153,3
100001880985334,3
100000213683099,3
100003871910162,3
100001158031507,3
100000276723977,3
100003843124962,3
533864372,3
1310545153,3
100000340485974,3
100004111923884,3
100000412898509,3
100000299717160,3
100002980632856,3
100003161750518,3
100004223163029,3
100000546904325,3
100003199662915,3
100000735949532,3
100000796459609,3
1605039202,3
100000303167175,3
100003754630501,3
100005356718650,3
100001312066703,3
100000864172181,3
100003983049496,3
100001087797765,3
100003111271439,3
100003882105228,3
100000248823267,3
100003935733183,3
100004782060424,3
100001370346570,3
100003675333254,3
100001431865854,3
100001323380547,3
100001569512711,3
100000390792248,3
100001788747019,3
100001915301763,3
100001735610558,3
100001380086638,3
100002898529389,3
100003926202010,3
100004880255836,3
100005054981360,3
100000049698044,3
100003769933472,3
100001842311647,3
100009366902874,3
100001869006175,3
100001036269460,3
100001886665711,3
100001595532418,3
1267681961,3
100001579144332,3
1806774898,3
100002710739212,3
1849692519,3
100002740777697,3
100002848101763,3
100001176600032,3
100002871054232,3
100000534180193,3
100000098940052,3
100001444848351,3
100000868782301,3
100003649892337,3
1391085462,3
100000191734479,3
100001832281281,3
100005820673791,3
1333004704,3
100000349271828,3
100003682640964,3
100003710232845,3
652811482,3
100000173855414,3
100004690339116,3
100000425027234,3
100004128151496,3
100000727146884,3
100001074491600,3
100003938384859,3
100000937187805,3
100000991973748,3
100001859080843,3
672512541,3
100001575948800,3
100008268769329,3
100001539246331,3
100001625599509,3
100001632107338,3
100004604984102,3
100004041657237,3
100003183896729,3
1566339107,3
100003980013781,3
100003640130125,3
100004550790083,3
100006248585785,3
100001884491007,3
100002334831044,3
100003110684075,3
100004018793250,3
100008001759541,3
100003264440541,3
100002828942780,3
100004091418905,3
100002918316697,3
1675428998,3
100003236036460,3
100005422027583,3
100000247535748,3
100000265664377,3
100003758223584,3
100000347033487,3
100003812908113,3
100003601390093,3
100000029840388,3
1449158581,3
100003388777205,3
100010296915167,3
100001604814259,3
100001290807767,3
100000191907375,3
100001884111745,3
100001560912963,3
100002686708999,3
100001630880004,3
100001678294603,3
100001884616734,3
100003172080541,3
100006412323501,3
100002629423145,3
1847257614,3
100002814240007,3
100004059255780,3
100002929122827,3
100003089284632,3
100003116546072,3
100001750831093,3
100005147760248,3
100003305491184,3
100004068952273,3
100001885450940,3
1829534795,3
100003265771582,3
100006019771118,3
100003086273529,3
100003263052230,3
100001791623729,3
100001809263240,3
100003740491678,3
1008793809,3
100004590162755,3
100003754758565,3
100002971820881,3
100003037030250,3
100003680079816,3
100000205884897,3
100003128195232,3
100006208112116,3
100004071801780,3
100004509755777,3
100003982917810,3
100001184035484,3
1435852601,3
100004360808290,3
100007947438673,3
100002377576996,3
100003570596236,3
100002732992503,3
100005777702740,3
100006741668694,3
100003973130286,3
100003579194670,3
100004066369446,3
100007176370278,3
100001561013745,3
100004886888948,3
100003817324615,3
100011184604777,3
100010770540256,3
100004069928036,3
100001738666723,3
100003110910072,3
100006831991231,3
100001406637555,3
100004482815006,3
100003848452022,3
100000249131361,3
100012898358268,3
100009968590016,3
100012066706986,3
100003050654873,3
100004096715238,3
100010630964332,3
100009451084432,3
100014101866151,3
100003190836605,3
100004099186567,3
100007397384301,3
100001692726119,3
100004381719813,3
100004420205347,3
100003092183435,3
100004196413973,3
100004000777405,3
100005320607354,3
100006441171152,3
100009461481900,3
100003854500178,3
100004131161128,3
100004989406510,3
100005125427547,3
100006130925373,3
100005303059485,3
100008298286549,3
100006309193994,3
100009591366060,3
100006795392880,3
100003912006083,3
100007997864402,3
100010389970021,3
100011347556187,3
100001510448715,3
100007854671071,3
100012123095992,3
100012420453593,3
1122587215,3
100013006410207,3
100009832449979,3
100004406581910,3
1672052709,3
100004033457822,3
100009882606258,3
100001700620648,3
1412725212,3
100002766007791,3
100003237560283,3
100003921561422,3
100021453767607,3
100004102335409,3
1754149906,3
1383090955,3
100004158275821,3
100011728333353,3
100003760269019,3
100003282706504,3
100002550184502,3
100004186513436,3
100005255139300,3
100004683878477,3
100007869240508,3
100011876824910,3
100012326254746,3
100004597003591,3
100003804040674,3
100005430155026,3
100007432399436,3
100001875065671,3
100008049067574,3
100013137810308,3
100000513282405,3
100010683761776,3
100003024769497,3
100004488395621,3
100003904534416,3
100009287314259,3
100004482210258,3
100003076939144,3
100004288539583,3
100005855345296,3
100006419169867,3
100005960460345,3
100005697876687,3
100014621376718,3
100005809630814,3
100004827750369,3
100008533541030,3
100010700679402,3
100013823945584,3
100009896796051,3
100005326871435,3
100004333092902,3
100006241452881,3
100004316101020,3
100006300964931,3
100004158810164,3
100011663075798,3
100011401960214,3
100005772878729,3
100011549861514,3
100005977719371,3
100012315819121,3
100004093354964,3
100004157382754,3
100014872727190,3
100004156353325,3
100015257194708,3
100007200610106,3
100010750752018,3
100011065207826,3
100014638007732,3
100005842574633,3
100004011024277,3
100012146443017,3
100004380662435,3
100005297130351,3
100010095817113,3
100004678874006,3
100005480733766,3
100012177903507,3
100015172301786,3
632564173,3
100013447179645,3
100007976924212,3
100000021805147,4
100000485944581,4
100000805706163,4
100003930249967,4
1445858426,4
1520843126,4
100000011334631,4
100000026205894,4
100001836810570,4
100000032292295,4
1411217039,4
100000035026904,4
1000661799,4
1095243242,4
100000041712294,4
100000054531291,4
566499570,4
100000041959544,4
100001730513032,4
100001868629086,4
100000045086071,4
100003646376628,4
100000293940410,4
100000053336496,4
100000315722501,4
100001573112079,4
100001691137332,4
100004045250889,4
100004740425843,4
1236213770,4
1677204758,4
789834599,4
100000053598868,4
100000169714905,4
100004120505440,4
100008102116331,4
100000055501369,4
100003008712870,4
100003979920325,4
1367898882,4
100000096138617,4
100000046123384,4
100000068008135,4
100000824865230,4
100001633718155,4
1803190037,4
622900918,4
100000098882399,4
100000599135252,4
100000010334522,4
1823019902,4
100000103784040,4
100000670242922,4
100000764202269,4
694752519,4
100004984540271,4
100000848276102,4
100006404561826,4
100000173475800,4
100005879323306,4
100005832966139,4
100003659786678,4
100000187692571,4
100000548249070,4
100001836301192,4
100003822010320,4
100006080103264,4
100000885900187,4
100003271101232,4
1062255087,4
100000204470448,4
100000250224202,4
100000354082073,4
100003941875984,4
100012075943040,4
1782040169,4
710822353,4
100000217911421,4
100002846124320,4
100006908970316,4
715992043,4
100000218796851,4
100000221206825,4
100004228814054,4
1085899348,4
1127739083,4
1402278663,4
100000227384460,4
100001173524533,4
1476971575,4
100000229977476,4
100004786413704,4
100003719833346,4
100006679090330,4
100000022047784,4
100002780098092,4
100002847136806,4
100000278194305,4
100001414571136,4
100001754667774,4
1292635573,4
100000285377313,4
100000346915231,4
100003049895037,4
100003548162136,4
100000485599544,4
100001285152548,4
100003185602899,4
100006278795009,4
100014374898994,4
100000300042544,4
100001621633465,4
100003332490365,4
1830865278,4
100000309985291,4
100003058308626,4
100000326724673,4
100000338322692,4
100000224492152,4
100000282534359,4
100000621537933,4
100003215218291,4
100004641330048,4
100004753501303,4
100005330020479,4
100006088776773,4
100007355556405,4
1161138059,4
1640448822,4
694387184,4
705895854,4
1460095828,4
100000385423181,4
100000259508137,4
100000022647341,4
1159706807,4
100000468154660,4
100001087383884,4
100008450140325,4
1309435644,4
100000696689045,4
100001652233684,4
100001681276586,4
100003167561439,4
100000690859405,4
100000607759235,4
100003175414710,4
100004136021023,4
100001845936873,4
1719906595,4
100002906613725,4
100000798255398,4
100002611168883,4
100003706868522,4
100004272098471,4
1127358420,4
1492899170,4
583129548,4
608032999,4
1248988695,4
100005649400982,4
100000133855434,4
100000389443335,4
100001516449372,4
100001715825522,4
100001776268228,4
100003221430146,4
100006638916078,4
100006772026447,4
1763825775,4
100000848880074,4
100001183056756,4
100000860052468,4
100003760421909,4
1158585211,4
100005272516296,4
1118224545,4
1578902344,4
1638938463,4
100000927671620,4
100002111474749,4
100004713841289,4
100000956184687,4
100001810102129,4
1602783593,4
100000958330149,4
100000255376618,4
100000109158042,4
1716983624,4
573030889,4
100001086278846,4
100000118933299,4
100001147510005,4
100001213080907,4
100007009570893,4
100014573505279,4
100006563556254,4
1340575850,4
549962551,4
100002027296253,4
100003890293861,4
100001318219805,4
100003071649809,4
100001364832572,4
1846757685,4
100001410277681,4
100003194168158,4
100001664687734,4
100001427326290,4
100001450484666,4
701531695,4
100001451889293,4
1759705874,4
100001487490649,4
100003092058474,4
100014650771144,4
100001511083513,4
1089825179,4
100001562991738,4
100000248215778,4
100004148526062,4
100003664652599,4
100003667915214,4
1385962071,4
100003004459636,4
100000012990467,4
100001602355246,4
100008505935044,4
1248538669,4
222307228,4
1059620300,4
100001624264129,4
100003601020010,4
1681391509,4
100001612043797,4
100000563536988,4
100001684970017,4
100006500795001,4
1814796085,4
100001740860259,4
1195431348,4
100001767252724,4
100002652049883,4
100001789977729,4
100001826386286,4
100003875246200,4
100004218512904,4
100001852204750,4
100001834525197,4
100000295395629,4
100004864904691,4
100000216893324,4
100004250794492,4
100004329945138,4
1811784722,4
1581844643,4
100001897241027,4
100002624136136,4
100003138487614,4
100001917831092,4
100002611340024,4
729849433,4
100004280224657,4
1033165498,4
100002178086790,4
100005768762467,4
100002284759031,4
100002735812026,4
100002299771086,4
1082597426,4
100002635088362,4
100003808687987,4
100000451396629,4
774917569,4
100002890964700,4
100002928423194,4
100003126402984,4
100005818867732,4
100002928573654,4
100002954753460,4
100001783776853,4
100003998312523,4
100001630157980,4
100002197673017,4
100003118225700,4
100000315148916,4
1201894399,4
1452471049,4
1795332016,4
100000016139258,4
100000021868025,4
100000229134613,4
552074231,4
1797652429,4
100001195960760,4
100004698963982,4
1437366195,4
100004972411574,4
1803295456,4
100004413697348,4
1683769220,4
836770205,4
100003174759446,4
679503285,4
100000203361196,4
1424093408,4
772908639,4
100000165425065,4
100003768100229,4
100000231736802,4
100000182975006,4
100000349569361,4
100009332393512,4
100004378920904,4
100005011833127,4
1695743820,4
685063787,4
100000216381356,4
1494545368,4
1735170354,4
100003618664487,4
1827609659,4
100000223949016,4
100005422384201,4
100000228680063,4
100001890075662,4
100002141075745,4
100005760042593,4
100000249917298,4
100000249597298,4
727728208,4
100000292938909,4
100004434030875,4
100003988317513,4
100005085548646,4
1157899575,4
100000391046265,4
100000441935225,4
100004229403742,4
100000470476827,4
100010488707955,4
100005444682196,4
100004078820150,4
100000567802398,4
1730629376,4
100004194031780,4
100000702707200,4
100001680216533,4
100003176993220,4
100011178907294,4
100001194682525,4
100000518695821,4
100013170858490,4
100001919559589,4
100000204816008,4
100002807699270,4
100004254818580,4
634111320,4
786633908,4
676117527,4
100003695333778,4
1340816415,4
615643327,4
100004065911780,4
833202625,4
1017520624,4
100000329527648,4
100004095559251,4
100002835458719,4
100002938433362,4
1465215117,4
100011812487532,4
100015369942511,4
100004184616674,4
559914793,4
100000054030809,4
1561453876,4
100001208040411,4
1635265582,4
100007410793681,4
100000256579787,4
100003620413562,4
666053746,4
1730643393,4
100003282319795,4
100003781064685,4
1489008096,4
553641322,4
100006555751667,4
100004010602962,4
100000404090958,4
100000098672494,4
1262416926,4
100001231496278,4
100001441881845,4
100001467663570,4
100008137722973,4
100003276381138,4
100001605560915,4
100005431716385,4
100008408050276,4
100003514192710,4
100000469980944,4
1770596766,4
1723198057,4
100000044776799,4
1477533588,4
1848163853,4
100000134597694,4
100002890202578,4
1608951824,4
693431066,4
100010523882880,4
100010689369198,4
100001884295722,4
100000336805705,4
568238872,4
100000349685397,4
534654434,4
100009049769824,4
1423717526,4
100001104346268,4
100001124074371,4
753922219,4
599726249,4
100004026434788,4
100001826979367,4
100010239725001,4
1352111587,4
1322763196,4
1851977746,4
1482737864,4
100000158535170,4
1304922896,4
100003666083259,4
100005314688828,4
100007071370685,4
100011671902053,4
1035452105,4
756680815,4
795579348,4
100003878400623,4
100003521905124,4
100000979971295,4
100004607975430,4
1678967998,4
100003548732075,4
100002504384655,4
100005421731282,4
1244753889,4
713819234,4
1288392514,4
100005867280087,4
691599926,4
100004922254383,4
100008938860818,4
100002896808399,4
1215406602,4
1373852299,4
100003266210665,4
100010373355520,4
100004940914527,4
100003975589555,4
100005393651346,4
100004944010619,4
100006713971559,4
100001885757684,4
100003783428090,4
100003819220971,4
100004947944173,4
100000054825136,4
500794731,4
100000320868215,4
100009161569795,4
100003350718635,4
100006031625984,4
100009000812105,4
100004298468607,4
100004420531903,4
100003987915212,4
100007154621835,4
100005296296052,4
100009062881715,4
100016070505040,4
100006966875905,4
100006158580178,4
1537157041,4
100008902784371,4
100007974727274,4
100014611290347,4
100000023808422,5
100000128769990,5
100012325417721,5
100000354540357,5
100000435242650,5
100001607559645,5
100009444149449,5
100005401205115,5
100001606830407,5
100001608470994,5
100001063953445,5
100002868591571,5
100002959582323,5
100003009322296,5
100006862502788,5
100000470855393,5
100001854762106,5
100004816904492,5
100001693014243,5
100003615895205,5
1378577433,5
100010659047801,5
100009388851049,5
100004442313234,5
100003806607370,5
100003163511778,5
100003961986520,5
100004287281343,5
100003842348117,5
1649768483,5
100005508678091,5
100011514187797,5
100002737101025,5
833615531,5
100000135377203,5
100000201164758,5
100000246032785,5
519819331,5
100006381813186,5
100003760791906,5
100004330299377,5
100000061474840,5
100000119289320,5
100009936647923,5
100010621396873,5
1013603340,5
100000270965632,5
100005649611881,5
100006529427736,5
100008531885662,5
1389273554,5
100012666038265,5
1024835998,5
100000118417833,5
100006338525411,5
100002762332233,5
100004825834001,5
100004097558803,5
100011173681696,5
100007813355522,5
100014622274354,5
100003967893548,5
542389725,5
1733218067,5
100006866921176,5
100004977197456,5
100003103059513,5
100006435068244,5
100016177420734,5
100005227505193,5
100007864061747,5
100012744376205,5
100006241570574,5
100015376354404,5
100003837460989,5
100003649642839,5
100009283559811,5
100009556612014,5
100004024062539,5
100013425910201,5
100009752711669,5
100011969193092,5
100008503098203,5
100013246173405,5
100005938241182,5
100016518903290,5
100008290290543,5
100014176726031,5
100020646009523,5
100003811417922,5
100000048801288,6
100000090922183,6
100001416051815,6
100000134972007,6
100000202459402,6
100002947482406,6
1305207115,6
100000255324255,6
100005524204516,6
1808358654,6
100000265181679,6
100000844357908,6
100001772868064,6
100000383228619,6
100002207806882,6
100003293313262,6
100008464747725,6
100000557807451,6
100000980688354,6
100004351921165,6
100000660674044,6
100006380948776,6
1766162109,6
100000677554289,6
100004092421719,6
100004855298710,6
100000697717588,6
100003288823668,6
100004466977546,6
100000859513854,6
100001245245524,6
100007660230194,6
100000863868248,6
