100000003326911	100001614715252
100000003326911	100003181998141
100000010012110	100004743035975
100000010012110	100014974989052
100000015343350	100003848726321
100000021805147	100000485944581
100000021805147	100000805706163
100000021805147	100003930249967
100000021805147	100004625314055
100000021805147	1445858426
100000021805147	1520843126
100000023808422	100000011334631
100000026205894	100001836810570
100000026205894	593869653
100000032292295	1411217039
100000035026904	1000661799
100000035026904	1095243242
100000041712294	100000054531291
100000041712294	566499570
100000041959544	100000269139760
100000041959544	100000615296266
100000041959544	100001730513032
100000041959544	100001868629086
100000045086071	100003646376628
100000048801288	100000090922183
100000048801288	100000293940410
100000048801288	100001416051815
100000052733059	100001254475859
100000052733059	100009424352964
100000053336496	100000315722501
100000053336496	100000485944581
100000053336496	100001573112079
100000053336496	100001691137332
100000053336496	100004045250889
100000053336496	100004740425843
100000053336496	1236213770
100000053336496	1677204758
100000053336496	789834599
100000053598868	100000169714905
100000054129122	100002893221927
100000054129122	1426472758
100000054531291	100004120505440
100000054531291	100008102116331
100000055501369	100000315722501
100000055501369	100003008712870
100000055501369	100003979920325
100000055501369	100006173590569
100000055501369	1367898882
100000079341337	100005413564155
100000096138617	100000046123384
100000096138617	100000068008135
100000096138617	100000824865230
100000096138617	100001633718155
100000096138617	100003348810563
100000096138617	1803190037
100000096138617	622900918
100000098882399	100000599135252
100000099508597	100000010334522
100000099508597	100001363868004
100000099508597	1823019902
100000099555850	100000250341689
100000099555850	100000549684676
100000100197935	100000232316889
100000100197935	100000648169972
100000100197935	100003811213203
100000103784040	100000670242922
100000103784040	100000764202269
100000103784040	694752519
100000107068635	100004773308332
100000107068635	100005310783436
100000117251293	100000099555850
100000117251293	100000123925366
100000117251293	100000694255692
100000117251293	100005578870728
100000119235049	100000310120958
100000119235049	100001773722148
100000123167989	100007085520093
100000123925366	100000324980792
100000123925366	100000648169972
100000123925366	100002923184803
100000123925366	100004740425843
100000123925366	100009877534004
100000124118710	100002519498547
100000124118710	100004984540271
100000127587296	100004420082626
100000128769990	100012325417721
100000134972007	100000848276102
100000139876836	100010332792637
100000160598680	100000234128789
100000160598680	100006404561826
100000160598680	100007970406419
100000165236655	100000272198201
100000169980976	100004052421825
100000173475800	100005879323306
100000177215909	100005832966139
100000181088251	100000234239334
100000181088251	100003659786678
100000187692571	100000548249070
100000187692571	100001836301192
100000187692571	100003822010320
100000187692571	100004335152838
100000187692571	100006080103264
100000192527274	100000885900187
100000192527274	100001829837278
100000192527274	100002809759829
100000196359201	100003025484253
100000196359201	100003271101232
100000196359201	100004778408711
100000200223167	1062255087
100000202459402	100002947482406
100000202459402	1305207115
100000203078244	100000262278931
100000204470448	100000250224202
100000204470448	100000354082073
100000204470448	100003941875984
100000204470448	100012075943040
100000204470448	1782040169
100000204470448	710822353
100000210462111	100000376045186
100000210462111	100001833134540
100000211010346	100000054129122
100000211010346	664494548
100000213738171	100000075013623
100000213738171	100002219134105
100000217911421	100000293940410
100000217911421	100000354082073
100000217911421	100002846124320
100000217911421	100006908970316
100000217911421	1823019902
100000217911421	715992043
100000218796851	100002771596849
100000219733236	100002999496672
100000220754460	1845490942
100000221206825	100004228814054
100000221206825	100008102116331
100000221206825	1085899348
100000221206825	1127739083
100000221206825	1402278663
100000224361341	100005459702979
100000227384460	100001173524533
100000227384460	1476971575
100000229977476	100004786413704
100000229977476	1127739083
100000229977476	1138759980
